"METIER_DCF_6_COD"	"METIER_DCF_6_LIB"
"OTM_CAT_16_31_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"OTM_CAT_>=55_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage >=55 mm - Pas de dispositifs sélectifs"
"OTM_DEF_>=55_0"	"Chaluts pélagiques à panneaux - Poissons démersaux - Maillage >=55 mm - Pas de dispositifs sélectifs"
"OTM_DEF_>=70_0"	"Chaluts pélagiques à panneaux - Poissons démersaux - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTM_DEF_>=120_0"	"Chaluts pélagiques à panneaux - Poissons démersaux - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTM_LPF_55_69_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"OTM_LPF_>=120_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTM_SPF_90_119_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTM_SPF_>=65_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage >=65 mm - Pas de dispositifs sélectifs"
"PTM_CEP_>=55_0"	"Chaluts-b½ufs pélagiques - Céphalopodes - Maillage >=55 mm - Pas de dispositifs sélectifs"
"PTM_CEP_20_39_0"	"Chaluts-b½ufs pélagiques - Céphalopodes - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"PTM_CEP_>=20_0"	"Chaluts-b½ufs pélagiques - Céphalopodes - Maillage >=20 mm - Pas de dispositifs sélectifs"
"PTM_DEF_>=65_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage >=65 mm - Pas de dispositifs sélectifs"
"PTM_LPF_32_69_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"PTM_LPF_0_16_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage < 16 mm - Pas de dispositifs sélectifs"
"PTM_SPF_0_0_0"	"Chaluts-b½ufs pélagiques - Petits pélagiques - Maillage N/A - Pas de dispositifs sélectifs"
"OTB_CAT_0_16_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage < 16 mm - Pas de dispositifs sélectifs"
"OTB_CEP_0_16_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage < 16 mm - Pas de dispositifs sélectifs"
"OTB_CEP_>=120_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTB_CEP_90_119_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTB_CRU_32_54_0"	"Chaluts de fond à panneaux - Crustacés - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"OTB_DEF_90_119_0"	"Chaluts de fond à panneaux - Poissons démersaux - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTB_DWS_>=65_0"	"Chaluts de fond à panneaux - Espèces profondes - Maillage >=65 mm - Pas de dispositifs sélectifs"
"OTB_MOL_55_69_0"	"Chaluts de fond à panneaux - Mollusques - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"OTB_MOL_>=70_0"	"Chaluts de fond à panneaux - Mollusques - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTB_MOL_>=120_0"	"Chaluts de fond à panneaux - Mollusques - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTB_MOL_70_99_0"	"Chaluts de fond à panneaux - Mollusques - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTB_SPF_32_69_0"	"Chaluts de fond à panneaux - Petits pélagiques - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"OTT_CEP_70_99_0"	"Chaluts de fond jumeaux à panneaux - Céphalopodes - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTT_CRU_>=65_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage >=65 mm - Pas de dispositifs sélectifs"
"OTT_CRU_55_69_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"OTT_CRU_32_69_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"OTT_DEF_0_0_0"	"Chaluts de fond jumeaux à panneaux - Poissons démersaux - Maillage N/A - Pas de dispositifs sélectifs"
"OTT_DEF_70_89_0"	"Chaluts de fond jumeaux à panneaux - Poissons démersaux - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTT_DEF_20_39_0"	"Chaluts de fond jumeaux à panneaux - Poissons démersaux - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"OTT_DWS_70_89_0"	"Chaluts de fond jumeaux à panneaux - Espèces profondes - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTT_MOL_70_89_0"	"Chaluts de fond jumeaux à panneaux - Mollusques - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTT_MOL_>=65_0"	"Chaluts de fond jumeaux à panneaux - Mollusques - Maillage >=65 mm - Pas de dispositifs sélectifs"
"PTB_CRU_70_89_0"	"Chaluts-b½ufs de fond - Crustacés - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"PTB_CRU_>=120_0"	"Chaluts-b½ufs de fond - Crustacés - Maillage >=120 mm - Pas de dispositifs sélectifs"
"PTB_CRU_40_54_0"	"Chaluts-b½ufs de fond - Crustacés - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"PTB_CRU_0_16_0"	"Chaluts-b½ufs de fond - Crustacés- Maillage < 16 mm - Pas de dispositifs sélectifs"
"PTB_DEF_16_31_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"PTB_DEF_40_54_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"TBS_CRU_40_54_0"	"Chaluts à crevettes - Crustacés - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"TBS_CRU_20_39_0"	"Chaluts à crevettes - Crustacés - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"TBS_CRU_70_99_0"	"Chaluts à crevettes - Crustacés - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"GND_CAT_10_30_0"	"Filets maillants dérivants - Poissons catadromes - Maillage [10_30] mm - Pas de dispositifs sélectifs"
"GND_CAT_0_40_0"	"Filets maillants dérivants - Poissons catadromes - Maillage <40 - Pas de dispositifs sélectifs"
"GND_DEF_>=220_0"	"Filets maillants dérivants - Poissons démersaux - Maillage >=220 mm - Pas de dispositifs sélectifs"
"GND_LPF_0_40_0"	"Filets maillants dérivants - Grands pélagiques - Maillage <40 - Pas de dispositifs sélectifs"
"GND_LPF_40_49_0"	"Filets maillants dérivants - Grands pélagiques - Maillage [40_49] mm - Pas de dispositifs sélectifs"
"GND_LPF_90_99_0"	"Filets maillants dérivants - Grands pélagiques - Maillage [90_99] mm - Pas de dispositifs sélectifs"
"GND_SPF_40_49_0"	"Filets maillants dérivants - Petits pélagiques - Maillage [40_49] mm - Pas de dispositifs sélectifs"
"GND_SPF_0_40_0"	"Filets maillants dérivants - Petits pélagiques - Maillage <40 - Pas de dispositifs sélectifs"
"GND_SPF_0_0_0"	"Filets maillants dérivants - Petits pélagiques - Maillage N/A - Pas de dispositifs sélectifs"
"GND_SPF_>=16_0"	"Filets maillants dérivants - Petits pélagiques - Maillage >=16 mm - Pas de dispositifs sélectifs"
"GNS_CRU_50_59_0"	"Filets maillants calés - Crustacés - Maillage [50_59] mm - Pas de dispositifs sélectifs"
"GNS_CRU_120_219_0"	"Filets maillants calés - Crustacés - Maillage [120_219] mm - Pas de dispositifs sélectifs"
"GNS_DEF_50_70_0"	"Filets maillants calés - Poissons démersaux - Maillage [50_70] mm - Pas de dispositifs sélectifs"
"GNS_DEF_100_119_0"	"Filets maillants calés - Poissons démersaux - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"GNS_LPF_>=16_0"	"Filets maillants calés - Grands pélagiques - Maillage >=16 mm - Pas de dispositifs sélectifs"
"GNS_MOL_50_70_0"	"Filets maillants calés - Mollusques - Maillage [50_70] mm - Pas de dispositifs sélectifs"
"GNS_SPF_>=220_0"	"Filets maillants calés - Petits pélagiques - Maillage >=220 mm - Pas de dispositifs sélectifs"
"GTN_LPF_50_70_0"	"Trémails et filets maillants combinés - Grands pélagiques - Maillage [50_70] mm - Pas de dispositifs sélectifs"
"GTR_CEP_>=100_0"	"Trémails - Céphalopodes - Maillage >=100 mm - Pas de dispositifs sélectifs"
"GTR_CEP_120_219_0"	"Trémails - Céphalopodes - Maillage [120_219] mm - Pas de dispositifs sélectifs"
"GTR_CRU_0_40_0"	"Trémails - Crustacés - Maillage <40 - Pas de dispositifs sélectifs"
"GTR_CRU_10_30_0"	"Trémails - Crustacés - Maillage [10_30] mm - Pas de dispositifs sélectifs"
"GTR_MOL_>=16_0"	"Trémails - Mollusques - Maillage >=16 mm - Pas de dispositifs sélectifs"
"GTR_MOL_50_59_0"	"Trémails - Mollusques - Maillage [50_59] mm - Pas de dispositifs sélectifs"
"SDN_CEP_0_0_0"	"Sennes danoises - Céphalopodes - Maillage N/A - Pas de dispositifs sélectifs"
"SDN_CEP_32_69_0"	"Sennes danoises - Céphalopodes - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"SDN_CEP_32_54_0"	"Sennes danoises - Céphalopodes - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"PS_DEF_>=120_0"	"Sennes coulissantes - Poissons démersaux - Maillage >=120 mm - Pas de dispositifs sélectifs"
"PS_DEF_>=14_0"	"Sennes coulissantes - Poissons démersaux - Maillage >=14 mm - Pas de dispositifs sélectifs"
"PS_DEF_32_54_0"	"Sennes coulissantes - Poissons démersaux - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"PS_DEF_40_54_0"	"Sennes coulissantes - Poissons démersaux - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"PS_LPF_>=55_0"	"Sennes coulissantes - Grands pélagiques - Maillage >=55 mm - Pas de dispositifs sélectifs"
"PS_LPF_0_16_0"	"Sennes coulissantes - Grands pélagiques - Maillage < 16 mm - Pas de dispositifs sélectifs"
"PS_LPF_100_119_0"	"Sennes coulissantes - Grands pélagiques - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"PS_SPF_40_54_0"	"Sennes coulissantes - Petits pélagiques - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"PS_SPF_32_69_0"	"Sennes coulissantes - Petits pélagiques - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"TBB_CRU_>=70_0"	"Chaluts à perche - Crustacés - Maillage >=70 mm - Pas de dispositifs sélectifs"
"TBB_CRU_32_54_0"	"Chaluts à perche - Crustacés - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"TBB_DEF_16_31_0"	"Chaluts à perche - Poissons démersaux - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"TBB_DEF_>=55_0"	"Chaluts à perche - Poissons démersaux - Maillage >=55 mm - Pas de dispositifs sélectifs"
"TBB_DEF_100_119_0"	"Chaluts à perche - Poissons démersaux - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"TBB_MOL_>=65_0"	"Chaluts à perche - Mollusques - Maillage >=65 mm - Pas de dispositifs sélectifs"
"TBB_MOL_20_39_0"	"Chaluts à perche - Mollusques - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"TBB_MOL_32_54_0"	"Chaluts à perche - Mollusques - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"OTM_CAT_70_89_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTM_LPF_90_119_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTM_LPF_>=65_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage >=65 mm - Pas de dispositifs sélectifs"
"OTM_SPF_>=55_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage >=55 mm - Pas de dispositifs sélectifs"
"OTM_SPF_16_31_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"OTM_SPF_32_69_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"OTM_SPF_>=20_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage >=20 mm - Pas de dispositifs sélectifs"
"PTM_CEP_70_99_0"	"Chaluts-b½ufs pélagiques - Céphalopodes - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"PTM_DEF_32_69_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"PTM_DEF_>=70_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage >=70 mm - Pas de dispositifs sélectifs"
"PTM_DEF_70_99_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"PTM_DEF_32_54_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"PTM_DEF_0_0_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage N/A - Pas de dispositifs sélectifs"
"PTM_LPF_90_119_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"PTM_LPF_55_69_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"PTM_LPF_>=120_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage >=120 mm - Pas de dispositifs sélectifs"
"PTM_LPF_>=70_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage >=70 mm - Pas de dispositifs sélectifs"
"PTM_LPF_70_89_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"PTM_SPF_90_119_0"	"Chaluts-b½ufs pélagiques - Petits pélagiques - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"PTM_SPF_>=20_0"	"Chaluts-b½ufs pélagiques - Petits pélagiques - Maillage >=20 mm - Pas de dispositifs sélectifs"
"OTB_CAT_70_89_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTB_CAT_>=65_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage >=65 mm - Pas de dispositifs sélectifs"
"OTB_CEP_40_64_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"OTB_CEP_55_69_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"OTB_CRU_>=70_0"	"Chaluts de fond à panneaux - Crustacés - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTB_CRU_40_64_0"	"Chaluts de fond à panneaux - Crustacés - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"OTB_DEF_>=120_0"	"Chaluts de fond à panneaux - Poissons démersaux - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTB_DEF_>=70_0"	"Chaluts de fond à panneaux - Poissons démersaux - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTB_DWS_100_119_0"	"Chaluts de fond à panneaux - Espèces profondes - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"OTB_MOL_0_16_0"	"Chaluts de fond à panneaux - Mollusques - Maillage < 16 mm - Pas de dispositifs sélectifs"
"OTB_SPF_40_54_0"	"Chaluts de fond à panneaux - Petits pélagiques - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTB_SPF_70_89_0"	"Chaluts de fond à panneaux - Petits pélagiques - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTT_CEP_>=70_0"	"Chaluts de fond jumeaux à panneaux - Céphalopodes - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTT_CEP_32_54_0"	"Chaluts de fond jumeaux à panneaux - Céphalopodes - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"OTT_CRU_20_39_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"OTT_CRU_40_54_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTT_CRU_100_119_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"OTT_CRU_70_89_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTT_CRU_40_64_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"OTT_DWS_32_54_0"	"Chaluts de fond jumeaux à panneaux - Espèces profondes - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"OTT_DWS_70_99_0"	"Chaluts de fond jumeaux à panneaux - Espèces profondes - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTT_MOL_>=120_0"	"Chaluts de fond jumeaux à panneaux - Mollusques - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTT_MOL_90_119_0"	"Chaluts de fond jumeaux à panneaux - Mollusques - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTT_MOL_0_16_0"	"Chaluts de fond jumeaux à panneaux -Mollusques - Maillage < 16 mm - Pas de dispositifs sélectifs"
"PTB_CRU_100_119_0"	"Chaluts-b½ufs de fond - Crustacés - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"PTB_DEF_>=120_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage >=120 mm - Pas de dispositifs sélectifs"
"PTB_DEF_90_119_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"PTB_DEF_100_119_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"TBS_CRU_100_119_0"	"Chaluts à crevettes - Crustacés - Maillage [100_119] mm - Pas de dispositifs sélectifs"
